rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,Country Name,GDP (current US$),GDP growth (annual %),GDP per capita (current US$),"Inflation, consumer prices (annual %)","Population, total","Unemployment, total (% of total labor force) (national estimate)",Urban population (% of total population)
10,1,University of Oxford,96.4,10,92.3,5,99.7,1,99.0,28,74.9,158,96.2,28,master_account,0,/world-university-rankings/university-oxford,468,United Kingdom,"20,965",10.6,42%,48:52:00,University of Oxford,"Computer Science,Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Law,Accounting & Finance,Chemical Engineering,Archaeology,Communication & Media Studies,Civil Engineering,Education,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Psychology,Biological Sciences,Geography,Politics & International Studies (incl Development Studies),Other Health,General Engineering,Business & Management,Chemistry,Medicine & Dentistry,Art, Performing Arts & Design,Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Sociology",False,False,False,United Kingdom,3340000000000.0,0.104017849,48866.60396,6.793967068,68350000.0,4.025,84.642
20,2,Harvard University,95.2,20,94.8,1,99.0,3,99.3,20,49.5,418,80.5,214,private,0,/world-university-rankings/harvard-university,466,United States,"21,887",9.6,25%,50:50:00,Harvard University,"Archaeology,Mathematics & Statistics,Art, Performing Arts & Design,Psychology,Other Health,Chemistry,Economics & Econometrics,Biological Sciences,Accounting & Finance,Physics & Astronomy,Medicine & Dentistry,Communication & Media Studies,Civil Engineering,Mechanical & Aerospace Engineering,Law,History, Philosophy & Theology,Geography,Education,Computer Science,General Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Business & Management,Architecture,Sociology,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Agriculture & Forestry",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
30,3,University of Cambridge,94.8,30,90.9,7,99.5,2,97.0,61,54.2,335,95.8,34,master_account,0,/world-university-rankings/university-cambridge,470,United Kingdom,"20,185",11.3,39%,47:53:00,University of Cambridge,"History, Philosophy & Theology,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Law,Electrical & Electronic Engineering,Architecture,Psychology,Veterinary Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,General Engineering,Archaeology,Medicine & Dentistry,Chemistry,Mechanical & Aerospace Engineering,Geography,Economics & Econometrics,Languages, Literature & Linguistics,Computer Science,Mathematics & Statistics,Civil Engineering,Sociology,Business & Management,Chemical Engineering,Art, Performing Arts & Design,Education",False,False,False,United Kingdom,3340000000000.0,0.104017849,48866.60396,6.793967068,68350000.0,4.025,84.642
40,3,Stanford University,94.8,40,94.2,2,96.7,7,99.8,16,65.0,232,79.8,223,private,0,/world-university-rankings/stanford-university,467,United States,"16,164",7.1,24%,46:54:00,Stanford University,"Civil Engineering,Politics & International Studies (incl Development Studies),General Engineering,Sociology,Other Health,Computer Science,Chemical Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Biological Sciences,Mechanical & Aerospace Engineering,Business & Management,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,History, Philosophy & Theology,Electrical & Electronic Engineering,Psychology,Accounting & Finance,Agriculture & Forestry,Archaeology,Education,Languages, Literature & Linguistics,Communication & Media Studies,Physics & Astronomy,Law,Economics & Econometrics,Chemistry",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
50,5,Massachusetts Institute of Technology,94.2,50,90.7,8,93.6,11,99.8,15,90.9,62,89.3,119,private,0,/world-university-rankings/massachusetts-institute-technology,471,United States,"11,415",8.2,33%,40 : 60,Massachusetts Institute of Technology,"Biological Sciences,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Economics & Econometrics,Psychology,Art, Performing Arts & Design,Physics & Astronomy,Mechanical & Aerospace Engineering,Sociology,Communication & Media Studies,Mathematics & Statistics,Architecture,General Engineering,Civil Engineering,Chemical Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Archaeology,Other Health,Chemistry,Politics & International Studies (incl Development Studies),Computer Science,Business & Management",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
60,6,California Institute of Technology,94.1,60,90.9,6,97.0,5,97.3,55,89.8,69,83.6,176,private,0,/world-university-rankings/california-institute-technology-caltech,128779,United States,"2,237",6.2,34%,37 : 63,California Institute of Technology caltech,"Biological Sciences,History, Philosophy & Theology,Mathematics & Statistics,Languages, Literature & Linguistics,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Chemistry,Chemical Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Business & Management,Physics & Astronomy,Civil Engineering",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
70,7,Princeton University,92.4,70,87.6,12,95.9,8,99.1,25,66.0,221,80.3,215,private,0,/world-university-rankings/princeton-university,469,United States,"8,279",8.0,23%,46:54:00,Princeton University,"Chemistry,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Other Health,Biological Sciences,History, Philosophy & Theology,Agriculture & Forestry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Physics & Astronomy,Architecture,Civil Engineering,Psychology",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
80,8,"University of California, Berkeley",92.1,80,86.4,14,95.8,9,99.0,27,76.8,145,78.4,238,public,0,/world-university-rankings/university-california-berkeley,474,United States,"40,921",18.4,24%,52:48:00,"University of California, Berkeley","Languages, Literature & Linguistics,Civil Engineering,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Art, Performing Arts & Design,Geography,General Engineering,Chemical Engineering,Physics & Astronomy,Economics & Econometrics,Biological Sciences,Electrical & Electronic Engineering,Computer Science,Education,Other Health,Geology, Environmental, Earth & Marine Sciences,Sociology,History, Philosophy & Theology,Chemistry,Law,Psychology,Business & Management,Architecture,Mathematics & Statistics,Mechanical & Aerospace Engineering,Communication & Media Studies,Archaeology",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
90,9,Yale University,91.4,90,92.6,3,92.7,14,97.0,66,55.0,323,70.9,335,private,0,/world-university-rankings/yale-university,475,United States,"13,482",5.9,21%,52:48:00,Yale University,"Languages, Literature & Linguistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Archaeology,Agriculture & Forestry,Psychology,Mathematics & Statistics,Law,Computer Science,Politics & International Studies (incl Development Studies),General Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Accounting & Finance,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Sociology,Medicine & Dentistry,Physics & Astronomy,Chemical Engineering,Business & Management,Chemistry,Architecture,Biological Sciences,Economics & Econometrics",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
100,10,Imperial College London,90.4,100,82.8,16,90.8,17,98.3,40,59.8,274,97.5,17,master_account,0,/world-university-rankings/imperial-college-london,472,United Kingdom,"18,545",11.2,61%,40 : 60,Imperial College London,"Computer Science,Business & Management,Chemical Engineering,Accounting & Finance,Chemistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Electrical & Electronic Engineering,Physics & Astronomy,Medicine & Dentistry,Mechanical & Aerospace Engineering,Other Health,Mathematics & Statistics,Biological Sciences,Civil Engineering",False,False,False,United Kingdom,3340000000000.0,0.104017849,48866.60396,6.793967068,68350000.0,4.025,84.642
110,11,Columbia University,89.4,110,89.4,10,87.7,21,97.1,57,44.8,569,79.9,219,private,0,/world-university-rankings/columbia-university,476,United States,"21,781",4.5,38%,,Columbia University,"Architecture,Sport Science,Electrical & Electronic Engineering,Communication & Media Studies,Law,Chemistry,Archaeology,Agriculture & Forestry,Sociology,History, Philosophy & Theology,Business & Management,Other Health,Psychology,Biological Sciences,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Civil Engineering,Accounting & Finance,Mathematics & Statistics,Physics & Astronomy,General Engineering,Medicine & Dentistry,Computer Science,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
120,11,ETH Zurich,89.4,120,82.6,17,95.4,10,90.7,135,59.1,279,97.7,14,master_account,0,/world-university-rankings/eth-zurich,479,Switzerland,"21,665",14.8,41%,33 : 67,ETH Zurich,"Electrical & Electronic Engineering,Education,Civil Engineering,Business & Management,Chemical Engineering,Computer Science,Politics & International Studies (incl Development Studies),General Engineering,Economics & Econometrics,Chemistry,Other Health,Mathematics & Statistics,Sport Science,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Biological Sciences,Architecture,Physics & Astronomy,Medicine & Dentistry,Accounting & Finance",False,False,False,Switzerland,885000000000.0,0.716066869,99994.93802,2.13540088,8849852.0,4.043,74.202
130,13,The University of Chicago,88.9,130,86.5,13,88.8,19,97.7,49,56.2,303,74.2,283,private,0,/world-university-rankings/university-chicago,473,United States,"15,366",6.0,36%,47:53:00,The University of Chicago,"Accounting & Finance,Medicine & Dentistry,History, Philosophy & Theology,Psychology,Law,Archaeology,Physics & Astronomy,Languages, Literature & Linguistics,Chemistry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Business & Management,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Biological Sciences,Chemical Engineering,Art, Performing Arts & Design,Sociology,Computer Science",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
140,14,University of Pennsylvania,88.8,140,86.0,15,88.8,20,97.0,65,75.8,151,71.5,327,private,0,/world-university-rankings/university-pennsylvania,480,United States,"21,453",6.3,23%,53:47:00,University of Pennsylvania,"Business & Management,Other Health,Languages, Literature & Linguistics,Economics & Econometrics,Psychology,Mechanical & Aerospace Engineering,Education,Mathematics & Statistics,Medicine & Dentistry,Communication & Media Studies,Computer Science,Biological Sciences,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,General Engineering,Archaeology,Politics & International Studies (incl Development Studies),Sociology,Veterinary Science,Chemistry,History, Philosophy & Theology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Geography,Physics & Astronomy,Chemical Engineering,Architecture,Law",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
150,15,Johns Hopkins University,88.3,150,79.4,21,91.5,15,97.0,64,89.5,73,75.3,266,private,0,/world-university-rankings/johns-hopkins-university,478,United States,"17,584",4.7,29%,53:47:00,Johns Hopkins University,"Mathematics & Statistics,Economics & Econometrics,Civil Engineering,General Engineering,Sociology,Medicine & Dentistry,Physics & Astronomy,Education,Archaeology,Business & Management,Accounting & Finance,Computer Science,History, Philosophy & Theology,Psychology,Chemistry,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Other Health,Art, Performing Arts & Design,Chemical Engineering",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
160,16,Tsinghua University,88.2,160,90.1,9,97.4,4,88.0,182,100.0,9,40.3,951,master_account,0,/world-university-rankings/tsinghua-university,535,China,"38,324",11.6,10%,,Tsinghua University Qinghua University Tsing hua University Qing hua University,"Art, Performing Arts & Design,Medicine & Dentistry,Sport Science,Economics & Econometrics,Architecture,Mechanical & Aerospace Engineering,Geography,Accounting & Finance,Electrical & Electronic Engineering,Physics & Astronomy,Education,Other Health,Communication & Media Studies,Chemical Engineering,Sociology,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Psychology,Languages, Literature & Linguistics,Archaeology,Mathematics & Statistics,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Chemistry,History, Philosophy & Theology,Biological Sciences,Law",False,False,False,China,17800000000000.0,5.2,12614.06099,0.234836829,1410710000.0,..,64.57
170,17,Peking University,88.1,170,92.5,4,96.7,6,80.4,308,91.8,60,65.0,409,master_account,0,/world-university-rankings/peking-university,514,China,"31,994",10.3,19%,,Peking University,"Chemistry,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Law,Accounting & Finance,Art, Performing Arts & Design,Economics & Econometrics,Mathematics & Statistics,Psychology,Computer Science,Geography,Business & Management,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Physics & Astronomy,General Engineering,Other Health,Archaeology,Sociology,Electrical & Electronic Engineering,Biological Sciences,Education,Medicine & Dentistry,Communication & Media Studies,Languages, Literature & Linguistics",False,False,False,China,17800000000000.0,5.2,12614.06099,0.234836829,1410710000.0,..,64.57
180,18,University of Toronto,87.4,180,77.3,25,93.3,12,92.8,113,65.5,225,89.7,115,master_account,0,/world-university-rankings/university-toronto,483,Canada,"77,468",25.8,26%,56:44:00,University of Toronto,"Art, Performing Arts & Design,Accounting & Finance,Archaeology,Communication & Media Studies,Sport Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Other Health,Computer Science,Architecture,Psychology,Mathematics & Statistics,General Engineering,Chemistry,Economics & Econometrics,Law,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Agriculture & Forestry,Education,Geography,Business & Management,Sociology,Electrical & Electronic Engineering,Medicine & Dentistry,Civil Engineering,Languages, Literature & Linguistics",False,False,False,Canada,2140000000000.0,1.065994453,53371.69743,3.879001598,40097761.0,5.415,81.862
190,19,National University of Singapore,87.1,190,76.4,26,93.0,13,90.2,148,87.0,86,94.0,63,master_account,6,/world-university-rankings/national-university-singapore,504,Singapore,"32,337",19.8,25%,51:49:00,National University of Singapore nus,"Computer Science,Chemistry,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemical Engineering,Geography,Medicine & Dentistry,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Biological Sciences,Law,Other Health,Physics & Astronomy,Accounting & Finance,Languages, Literature & Linguistics,Civil Engineering,Sociology,Archaeology,Agriculture & Forestry,Business & Management",False,False,False,Singapore,501000000000.0,1.075031751,84734.25592,4.821467295,5917648.0,3.444,100.0
200,20,Cornell University,85.9,200,80.2,20,86.1,22,97.3,56,40.4,905,76.9,252,private,0,/world-university-rankings/cornell-university,484,United States,"24,027",10.3,26%,51:49:00,Cornell University,"History, Philosophy & Theology,Archaeology,Veterinary Science,Agriculture & Forestry,Law,Biological Sciences,Chemical Engineering,Politics & International Studies (incl Development Studies),Civil Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering,Architecture,Art, Performing Arts & Design,Languages, Literature & Linguistics,Sociology,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Computer Science,General Engineering,Chemistry,Economics & Econometrics,Physics & Astronomy,Business & Management,Psychology,Other Health",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
210,21,"University of California, Los Angeles",85.8,210,80.4,19,88.9,18,95.4,86,58.8,284,65.0,406,public,0,/world-university-rankings/university-california-los-angeles,477,United States,"42,434",9.7,16%,56:44:00,"University of California, Los Angeles","History, Philosophy & Theology,Mathematics & Statistics,Geography,Other Health,Biological Sciences,Law,Physics & Astronomy,Chemistry,Sport Science,Business & Management,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Languages, Literature & Linguistics,Psychology,Electrical & Electronic Engineering,Chemical Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Medicine & Dentistry,Civil Engineering,Architecture,Archaeology,Mechanical & Aerospace Engineering,Veterinary Science,Economics & Econometrics,Computer Science,Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
220,22,UCL,85.7,220,74.5,29,85.4,23,97.9,46,44.5,587,96.7,23,master_account,0,/world-university-rankings/ucl,481,United Kingdom,"36,790",10.3,60%,59:41:00,UCL ucl UCL,"General Engineering,Medicine & Dentistry,Sport Science,Art, Performing Arts & Design,Biological Sciences,Law,Mechanical & Aerospace Engineering,Physics & Astronomy,Education,Architecture,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,History, Philosophy & Theology,Chemical Engineering,Geography,Archaeology,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies),Other Health,Communication & Media Studies,Economics & Econometrics,Languages, Literature & Linguistics,Civil Engineering,Sociology,Chemistry,Psychology",False,False,False,United Kingdom,3340000000000.0,0.104017849,48866.60396,6.793967068,68350000.0,4.025,84.642
230,23,University of Michigan-Ann Arbor,82.9,230,79.3,22,84.6,24,93.6,103,48.7,437,59.2,497,public,0,/world-university-rankings/university-michigan-ann-arbor,482,United States,"45,912",8.2,17%,50:50:00,University of Michigan-Ann Arbor,"Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Physics & Astronomy,Computer Science,General Engineering,Chemical Engineering,Agriculture & Forestry,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Sociology,Electrical & Electronic Engineering,Law,Business & Management,Education,Civil Engineering,Medicine & Dentistry,Economics & Econometrics,Psychology,Architecture,Accounting & Finance,Other Health,Politics & International Studies (incl Development Studies),Biological Sciences,Chemistry,Sport Science,Languages, Literature & Linguistics",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
240,24,New York University,82.7,240,74.2,30,84.0,25,95.0,93,44.6,580,74.7,277,private,0,/world-university-rankings/new-york-university,508,United States,"36,337",9.8,42%,57:43:00,New York University,"Psychology,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Education,Law,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Architecture,History, Philosophy & Theology,Electrical & Electronic Engineering,Computer Science,Biological Sciences,Economics & Econometrics,Chemical Engineering,Communication & Media Studies,Art, Performing Arts & Design,Chemistry,General Engineering,Business & Management,Mathematics & Statistics,Other Health,Languages, Literature & Linguistics,Accounting & Finance,Sociology,Physics & Astronomy,Mechanical & Aerospace Engineering",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
250,25,Duke University,82.6,250,78.1,23,76.2,37,95.7,83,99.6,17,68.0,366,private,0,/world-university-rankings/duke-university,487,United States,"16,091",4.2,24%,52:48:00,Duke University,"Computer Science,Physics & Astronomy,Agriculture & Forestry,Law,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Sociology,Geography,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,Other Health,Chemistry,Communication & Media Studies,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Art, Performing Arts & Design,Civil Engineering,Psychology,History, Philosophy & Theology,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
260,26,Northwestern University,82.1,260,71.7,32,80.7,30,97.5,52,85.0,94,67.0,382,private,0,/world-university-rankings/northwestern-university,490,United States,"19,175",13.2,20%,51:49:00,Northwestern University,"Education,Computer Science,Biological Sciences,Psychology,Archaeology,Physics & Astronomy,History, Philosophy & Theology,Art, Performing Arts & Design,Business & Management,Economics & Econometrics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Communication & Media Studies,Medicine & Dentistry,Accounting & Finance,Chemistry,Chemical Engineering,Mathematics & Statistics,Geography,Sociology,Civil Engineering,Other Health,Electrical & Electronic Engineering,Sport Science,Law,Politics & International Studies (incl Development Studies),General Engineering,Architecture,Geology, Environmental, Earth & Marine Sciences",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
270,26,University of Washington,82.1,270,71.6,33,82.8,27,98.9,29,53.9,340,63.0,438,public,0,/world-university-rankings/university-washington,489,United States,"47,727",10.8,18%,55:45:00,University of Washington,"Languages, Literature & Linguistics,Civil Engineering,Geography,Electrical & Electronic Engineering,Mathematics & Statistics,General Engineering,Chemical Engineering,Accounting & Finance,Architecture,Physics & Astronomy,Computer Science,Chemistry,Psychology,History, Philosophy & Theology,Art, Performing Arts & Design,Law,Other Health,Geology, Environmental, Earth & Marine Sciences,Business & Management,Agriculture & Forestry,Communication & Media Studies,Archaeology,Biological Sciences,Sociology,Mechanical & Aerospace Engineering,Sport Science,Education,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Economics & Econometrics",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
280,28,Carnegie Mellon University,81.1,280,65.4,46,81.8,29,98.7,31,55.2,318,80.1,216,private,0,/world-university-rankings/carnegie-mellon-university,485,United States,"14,305",12.9,47%,44:56:00,Carnegie Mellon University,"Biological Sciences,Economics & Econometrics,Civil Engineering,Business & Management,Architecture,Communication & Media Studies,Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology,Chemical Engineering,Accounting & Finance,Mathematics & Statistics,Physics & Astronomy,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
290,29,University of Edinburgh,79.8,290,66.9,42,74.5,44,97.1,58,40.9,852,95.6,37,master_account,0,/world-university-rankings/university-edinburgh,500,United Kingdom,"32,845",11.8,47%,62:38:00,University of Edinburgh,"History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Psychology,Archaeology,Art, Performing Arts & Design,Biological Sciences,Business & Management,Medicine & Dentistry,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,General Engineering,Law,Chemistry,Architecture,Agriculture & Forestry,Languages, Literature & Linguistics,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Accounting & Finance,Education,Other Health,Veterinary Science,Sport Science,Geography",False,False,False,United Kingdom,3340000000000.0,0.104017849,48866.60396,6.793967068,68350000.0,4.025,84.642
300,30,Technical University of Munich,79.3,300,69.8,34,82.2,28,84.5,241,100.0,8,77.7,241,master_account,6,/world-university-rankings/technical-university-munich,552,Germany,"33,960",40.6,36%,37 : 63,Technical University of Munich,"Medicine & Dentistry,Politics & International Studies (incl Development Studies),General Engineering,Accounting & Finance,Chemistry,Electrical & Electronic Engineering,Other Health,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Sport Science,Mathematics & Statistics,Architecture,Physics & Astronomy,Civil Engineering,Business & Management,Agriculture & Forestry,Education,Chemical Engineering,Computer Science,Sociology,Mechanical & Aerospace Engineering",False,False,False,Germany,4460000000000.0,-0.304934576,52745.75571,5.946436677,84482267.0,3.068,77.765
310,31,University of Hong Kong,78.5,310,65.6,45,74.1,46,92.4,115,60.6,268,98.7,8,master_account,11,/world-university-rankings/university-hong-kong,498,Hong Kong,"18,087",18.2,43%,54:46:00,University of Hong Kong,"Physics & Astronomy,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Business & Management,Biological Sciences,Accounting & Finance,Civil Engineering,Communication & Media Studies,Law,History, Philosophy & Theology,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Psychology,Chemistry,Politics & International Studies (incl Development Studies),Computer Science,General Engineering,Economics & Econometrics,Art, Performing Arts & Design,Sociology,Geography,Agriculture & Forestry,Medicine & Dentistry,Architecture",False,False,False,,,,,,,,
320,32,"University of California, San Diego",78.1,320,60.2,55,77.2,35,98.2,42,93.0,54,67.8,372,public,0,/world-university-rankings/university-california-san-diego,497,United States,"37,030",11.3,28%,48:52:00,"University of California, San Diego","Physics & Astronomy,Accounting & Finance,Electrical & Electronic Engineering,Medicine & Dentistry,Art, Performing Arts & Design,Education,Communication & Media Studies,General Engineering,Mechanical & Aerospace Engineering,Computer Science,Psychology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemical Engineering,Languages, Literature & Linguistics,Chemistry,Other Health,Biological Sciences,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Civil Engineering,Sociology,Economics & Econometrics,Mathematics & Statistics",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
330,33,LMU Munich,77.7,330,67.3,36,78.3,33,87.4,199,100.0,4,70.5,339,master_account,6,/world-university-rankings/lmu-munich,509,Germany,"35,003",34.2,19%,61:39:00,LMU Munich Ludwig-Maximilians-Universität München,"Biological Sciences,Art, Performing Arts & Design,Psychology,Communication & Media Studies,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Chemistry,Computer Science,Other Health,Law,Sociology,Education,Business & Management,Medicine & Dentistry,Mathematics & Statistics,Veterinary Science,History, Philosophy & Theology,Geography,Physics & Astronomy,Economics & Econometrics,Archaeology,Geology, Environmental, Earth & Marine Sciences",False,False,False,Germany,4460000000000.0,-0.304934576,52745.75571,5.946436677,84482267.0,3.068,77.765
340,34,University of Melbourne,77.6,340,67.1,40,75.9,40,85.8,225,78.1,130,93.6,72,master_account,0,/world-university-rankings/university-melbourne,501,Australia,"49,588",23.8,47%,58:42:00,University of Melbourne UniMelb Australia,"Communication & Media Studies,Medicine & Dentistry,Computer Science,Economics & Econometrics,Civil Engineering,Physics & Astronomy,History, Philosophy & Theology,Architecture,Chemical Engineering,Accounting & Finance,Sociology,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Agriculture & Forestry,Archaeology,Mathematics & Statistics,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Veterinary Science,Geography,Languages, Literature & Linguistics,Law,Education,Sport Science,Electrical & Electronic Engineering,Chemistry,Psychology,General Engineering,Business & Management",False,False,False,Australia,1720000000000.0,3.016988104,64711.7656,5.597014925,26638544.0,3.668,86.617
350,35,King’s College London,77.1,350,58.0,70,72.9,50,98.2,43,45.6,537,96.1,29,master_account,0,/world-university-rankings/kings-college-london,520,United Kingdom,"28,965",11.8,52%,63:37:00,King’s College London,"Sport Science,History, Philosophy & Theology,Education,Sociology,Business & Management,Biological Sciences,Chemistry,Mechanical & Aerospace Engineering,Economics & Econometrics,Law,Medicine & Dentistry,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Other Health,Communication & Media Studies,Geography,Physics & Astronomy,Languages, Literature & Linguistics,Computer Science,Psychology,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Mathematics & Statistics,Electrical & Electronic Engineering",False,False,False,United Kingdom,3340000000000.0,0.104017849,48866.60396,6.793967068,68350000.0,4.025,84.642
