rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,apply_link,cta_button/link,cta_button/text
15830,1501+,Universidade Federal do Maranhão (UFMA),10.4–18.3,15830,16.4,1563,8.8,1672,12.6,1611,37.1,1604,20.1,1684,master_account,0,/world-university-rankings/universidade-federal-do-maranhao-ufma,621456,Brazil,"32,222",16.2,0%,52 : 48,Universidade Federal do Maranhão (UFMA),"Sociology,Languages, Literature & Linguistics,Agriculture & Forestry,Economics & Econometrics,Computer Science,Education,Business & Management,Sport Science,Chemistry,Communication & Media Studies,Veterinary Science,Geography,Medicine & Dentistry,Civil Engineering,History, Philosophy & Theology,Other Health,Politics & International Studies (incl Development Studies),Psychology,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Electrical & Electronic Engineering,Chemical Engineering,Physics & Astronomy,Law,Accounting & Finance,General Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering",false,false,false,,,
15840,1501+,Federal University of Mato Grosso do Sul,10.4–18.3,15840,18.1,1329,10.4,1462,17.4,1479,41.9,758,23.2,1554,master_account,0,/world-university-rankings/federal-university-mato-grosso-do-sul,621771,Brazil,"26,142",15.6,1%,55 : 45,Federal University of Mato Grosso do Sul,"Medicine & Dentistry,Geography,Agriculture & Forestry,Architecture,Mathematics & Statistics,Economics & Econometrics,Chemical Engineering,Sociology,Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Computer Science,Education,Accounting & Finance,Civil Engineering,Communication & Media Studies,History, Philosophy & Theology,Law,Chemistry,Veterinary Science,Languages, Literature & Linguistics,Other Health,Psychology,Art, Performing Arts & Design,Biological Sciences,Sport Science",false,false,false,,,
15850,1501+,Universidade Federal de Ouro Preto (UFOP),10.4–18.3,15850,20.0,1131,11.6,1317,13.7,1592,40.4,906,20.7,1664,master_account,0,/world-university-rankings/universidade-federal-de-ouro-preto-ufop,584778,Brazil,"15,453",17.1,1%,50 : 50,Universidade Federal de Ouro Preto (UFOP),"Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sociology,Art, Performing Arts & Design,Architecture,Languages, Literature & Linguistics,History, Philosophy & Theology,Mathematics & Statistics,Physics & Astronomy,Business & Management,Law,Biological Sciences,Mechanical & Aerospace Engineering,Education,General Engineering,Geography,Communication & Media Studies,Economics & Econometrics,Sport Science,Civil Engineering,Medicine & Dentistry,Chemistry,Computer Science",false,false,false,,,
15860,1501+,Federal University of Pará,10.4–18.3,15860,19.5,1169,10.7,1427,12.7,1610,39.0,1108,23.6,1536,master_account,0,/world-university-rankings/federal-university-para,649211,Brazil,"43,211",16.3,0%,52 : 48,Federal University of Pará,"Business & Management,Electrical & Electronic Engineering,Sport Science,Sociology,Agriculture & Forestry,General Engineering,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemistry,Physics & Astronomy,Computer Science,Mathematics & Statistics,Medicine & Dentistry,History, Philosophy & Theology,Veterinary Science,Geography,Communication & Media Studies,Chemical Engineering,Accounting & Finance,Education,Archaeology,Other Health,Law,Psychology,Architecture,Languages, Literature & Linguistics,Civil Engineering,Art, Performing Arts & Design",false,false,false,,,
15870,1501+,Federal University of Paraí­ba (UFPB),10.4–18.3,15870,18.4,1281,8.1,1765,13.0,1607,36.9,1741,21.7,1621,master_account,0,/world-university-rankings/federal-university-paraiba-ufpb,623991,Brazil,"36,815",14.3,0%,51 : 49,Federal University of Paraí­ba (UFPB),"Psychology,Geography,Biological Sciences,Economics & Econometrics,Chemical Engineering,Politics & International Studies (incl Development Studies),Sport Science,Accounting & Finance,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Civil Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry,General Engineering,Veterinary Science,Business & Management,Physics & Astronomy,Architecture,Education,History, Philosophy & Theology,Electrical & Electronic Engineering,Chemistry,Other Health,Art, Performing Arts & Design,Mathematics & Statistics,Computer Science,Agriculture & Forestry,Sociology",false,false,false,,,
15880,1501+,Federal University of Pelotas,10.4–18.3,15880,18.4,1282,13.4,1152,19.2,1433,37.7,1364,20.2,1678,master_account,0,/world-university-rankings/federal-university-pelotas,623460,Brazil,"23,242",17.1,0%,56 : 44,Federal University of Pelotas,"Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Psychology,Architecture,Geography,Electrical & Electronic Engineering,History, Philosophy & Theology,Veterinary Science,Art, Performing Arts & Design,Economics & Econometrics,Mathematics & Statistics,Physics & Astronomy,Chemistry,Biological Sciences,Medicine & Dentistry,Computer Science,Business & Management,Sport Science,Agriculture & Forestry,Education,Languages, Literature & Linguistics,Law,Accounting & Finance,Politics & International Studies (incl Development Studies),General Engineering,Other Health",false,false,false,,,
15890,1501+,Federal University of Pernambuco,10.4–18.3,15890,25.8,702,11.0,1390,15.0,1556,39.6,1019,21.8,1616,master_account,0,/world-university-rankings/universidade-federal-do-pernambuco,131505,Brazil,"34,356",14.2,1%,50 : 50,Federal University of Pernambuco,"Chemistry,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Computer Science,Archaeology,Accounting & Finance,Law,Art, Performing Arts & Design,Biological Sciences,General Engineering,Mathematics & Statistics,Psychology,Education,Chemical Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Business & Management,Politics & International Studies (incl Development Studies),Sociology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geography,Medicine & Dentistry,Civil Engineering,Economics & Econometrics,Other Health,Architecture,Physics & Astronomy",false,false,false,,,
15900,1501+,Federal University of Piauí,10.4–18.3,15900,13.9,1754,10.5,1449,13.9,1588,37.8,1344,25.4,1447,master_account,0,/world-university-rankings/federal-university-piaui,627726,Brazil,"52,000",24.6,0%,,Federal University of Piauí,"Education,Civil Engineering,Computer Science,Medicine & Dentistry,Sport Science,Business & Management,General Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Physics & Astronomy,Veterinary Science,Other Health,Sociology,Art, Performing Arts & Design,Accounting & Finance,Biological Sciences,Languages, Literature & Linguistics,Geography,Architecture,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Mechanical & Aerospace Engineering,Chemistry,Law,Archaeology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Communication & Media Studies",false,false,false,,,
15910,1501+,Federal Rural University of Pernambuco,10.4–18.3,15910,16.8,1512,10.2,1485,8.3,1705,37.1,1605,20.1,1685,master_account,0,/world-university-rankings/federal-rural-university-pernambuco,639020,Brazil,"20,185",16.0,0%,48 : 52,Federal Rural University of Pernambuco,"Accounting & Finance,Biological Sciences,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Business & Management,Sport Science,Agriculture & Forestry,Sociology,History, Philosophy & Theology,Education,Chemical Engineering,Mathematics & Statistics,Physics & Astronomy,Veterinary Science,Chemistry,Electrical & Electronic Engineering,General Engineering,Computer Science,Civil Engineering,Economics & Econometrics",false,false,false,,,
15920,1501+,Universidade Federal Rural do Semi-Arido,10.4–18.3,15920,26.0,694,9.4,1589,2.4,1791,44.0,614,15.8,1792,master_account,0,/world-university-rankings/universidade-federal-rural-do-semi-arido,639104,Brazil,"6,750",10.0,0%,46 : 54,Universidade Federal Rural do Semi-Arido,"Chemistry,Veterinary Science,Mathematics & Statistics,Computer Science,Medicine & Dentistry,Biological Sciences,Agriculture & Forestry,Chemical Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Civil Engineering,Accounting & Finance,Business & Management,Mechanical & Aerospace Engineering,Education,Law,General Engineering,Languages, Literature & Linguistics,Architecture",false,false,false,,,
15930,1501+,Federal University of the State of Rio de Janeiro (UNIRIO),10.4–18.3,15930,20.4,1087,10.9,1403,7.3,1724,36.9,1743,33.0,1165,master_account,0,/world-university-rankings/federal-university-state-rio-de-janeiro-unirio,639095,Brazil,"20,874",22.7,8%,,Federal University of the State of Rio de Janeiro (UNIRIO),"Law,History, Philosophy & Theology,Medicine & Dentistry,Education,Mathematics & Statistics,Communication & Media Studies,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies),Sociology,Other Health,General Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Agriculture & Forestry,Business & Management",false,false,false,,,
15940,1501+,Federal University of Vales do Jequitinhonha e Mucuri,10.4–18.3,15940,17.0,1485,8.8,1673,6.4,1746,36.9,1744,18.2,1738,master_account,0,/world-university-rankings/federal-university-vales-do-jequitinhonha-e-mucuri,625839,Brazil,"10,708",13.2,0%,59 : 41,Federal University of Vales do Jequitinhonha e Mucuri,"Chemical Engineering,Veterinary Science,Education,Geography,Business & Management,Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Civil Engineering,Other Health,Sport Science,Languages, Literature & Linguistics,Economics & Econometrics,Computer Science,Geology, Environmental, Earth & Marine Sciences,General Engineering,Agriculture & Forestry,Mathematics & Statistics,Chemistry,Medicine & Dentistry,Physics & Astronomy",false,false,false,,,
15950,1501+,Feng Chia University,10.4–18.3,15950,17.5,1419,16.6,917,13.6,1594,41.0,841,37.1,1040,master_account,0,/world-university-rankings/feng-chia-university,911,Taiwan,"19,298",23.3,7%,39 : 61,Feng Chia University,"Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Chemistry,Accounting & Finance,Electrical & Electronic Engineering,Civil Engineering,Law,Mathematics & Statistics,Architecture,Physics & Astronomy,Chemical Engineering,Art, Performing Arts & Design,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Computer Science,Languages, Literature & Linguistics,Geography,Business & Management,Sociology,History, Philosophy & Theology,Communication & Media Studies",false,false,false,,,
15960,1501+,Fluminense Federal University,10.4–18.3,15960,18.8,1237,12.1,1276,16.7,1511,39.1,1091,25.0,1462,master_account,0,/world-university-rankings/universidade-federal-fluminense,131557,Brazil,"70,979",21.1,0%,49 : 51,Fluminense Federal University,"Psychology,Accounting & Finance,Physics & Astronomy,Sport Science,Architecture,Computer Science,Law,Communication & Media Studies,Electrical & Electronic Engineering,Art, Performing Arts & Design,Business & Management,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Chemistry,General Engineering,Sociology,Languages, Literature & Linguistics,Chemical Engineering,Biological Sciences,History, Philosophy & Theology,Economics & Econometrics,Mechanical & Aerospace Engineering,Education,Veterinary Science,Medicine & Dentistry,Mathematics & Statistics,Civil Engineering,Other Health,Geography",false,false,false,,,
15970,1501+,Université Frères Mentouri Constantine 1,10.4–18.3,15970,18.9,1220,8.7,1690,10.9,1649,37.5,1425,37.6,1024,master_account,0,/world-university-rankings/universite-freres-mentouri-constantine-1,648689,Algeria,"36,423",22.2,1%,62 : 38,Université Frères Mentouri Constantine 1,"Civil Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Chemistry,Biological Sciences,Electrical & Electronic Engineering,Computer Science,Geography,Chemical Engineering,Agriculture & Forestry,Physics & Astronomy,Veterinary Science,Law,Mechanical & Aerospace Engineering,General Engineering",false,false,false,,,
15980,1501+,Universidad de las Fuerzas Armadas – ESPE,10.4–18.3,15980,15.1,1679,9.4,1590,11.8,1630,37.1,1607,42.2,893,master_account,0,/world-university-rankings/universidad-de-las-fuerzas-armadas-espe,625959,Ecuador,"18,562",13.4,0%,37 : 63,Universidad de las Fuerzas Armadas – ESPE,"Mechanical & Aerospace Engineering,Business & Management,Economics & Econometrics,Physics & Astronomy,Accounting & Finance,Mathematics & Statistics,Education,Geography,Biological Sciences,Agriculture & Forestry,Chemical Engineering,Computer Science,Electrical & Electronic Engineering,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",false,false,false,,,
15990,1501+,University of Fukui,10.4–18.3,15990,22.3,927,11.2,1355,12.5,1616,41.0,842,26.2,1414,master_account,0,/world-university-rankings/university-fukui,609312,Japan,"4,902",8.0,5%,31 : 69,University of Fukui,"Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Physics & Astronomy,Other Health,Mechanical & Aerospace Engineering,Accounting & Finance,Chemistry,Education,Languages, Literature & Linguistics,General Engineering,Computer Science,Electrical & Electronic Engineering,Biological Sciences,Mathematics & Statistics,Sociology,Business & Management",false,false,false,,,
16000,1501+,Fukuoka University,10.4–18.3,16000,18.8,1238,9.2,1613,15.1,1554,39.7,1004,21.0,1651,master_account,0,/world-university-rankings/fukuoka-university,609522,Japan,"19,637",9.5,1%,40 : 60,Fukuoka University,"Psychology,Other Health,Mathematics & Statistics,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Biological Sciences,Accounting & Finance,Computer Science,Business & Management,Communication & Media Studies,Law,Civil Engineering,Geography,Politics & International Studies (incl Development Studies),Education,History, Philosophy & Theology,Chemistry,Sociology,Physics & Astronomy,Archaeology,Chemical Engineering,General Engineering,Architecture,Sport Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Economics & Econometrics,Medicine & Dentistry",false,false,false,,,
16010,1501+,Gaziantep University,10.4–18.3,16010,16.6,1538,9.8,1543,21.5,1391,36.9,1747,31.1,1231,master_account,0,/world-university-rankings/gaziantep-university,624375,Turkey,"33,225",38.0,11%,47 : 53,Gaziantep University,"Other Health,Civil Engineering,Geography,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Sociology,Languages, Literature & Linguistics,Biological Sciences,Education,Archaeology,Law,Electrical & Electronic Engineering,Chemistry,General Engineering,Communication & Media Studies,Medicine & Dentistry,Economics & Econometrics,History, Philosophy & Theology,Sport Science,Business & Management,Architecture,Mathematics & Statistics,Accounting & Finance",false,false,false,,,
16020,1501+,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",10.4–18.3,16020,17.9,1361,9.4,1591,16.2,1524,37.2,1564,34.9,1102,master_account,0,/world-university-rankings/george-emil-palade-university-medicine-pharmacy-science-and-technology,676605,Romania,"8,752",14.0,11%,64 : 36,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures","General Engineering,Accounting & Finance,Languages, Literature & Linguistics,Communication & Media Studies,Sport Science,Mechanical & Aerospace Engineering,Medicine & Dentistry,Business & Management,Other Health,Politics & International Studies (incl Development Studies),Computer Science,Architecture,Education,Electrical & Electronic Engineering,Economics & Econometrics,History, Philosophy & Theology,Law",false,false,false,,,
16030,1501+,Gheorghe Asachi Technical University of Iaşi,10.4–18.3,16030,15.6,1636,10.4,1463,11.2,1643,37.2,1565,29.4,1292,master_account,0,/world-university-rankings/gheorghe-asachi-technical-university-iasi-0,709502,Romania,"13,884",21.0,9%,30 : 70,Gheorghe Asachi Technical University of Iaşi,"General Engineering,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Architecture",false,false,false,,,
16040,1501+,GITAM University,10.4–18.3,16040,17.6,1411,8.8,1675,16.2,1525,38.2,1240,20.1,1686,master_account,0,/world-university-rankings/gitam-university,625692,India,"22,094",14.1,1%,35 : 65,GITAM University,"Law,Other Health,Medicine & Dentistry,History, Philosophy & Theology,Art, Performing Arts & Design,Economics & Econometrics,Accounting & Finance,Physics & Astronomy,Psychology,Electrical & Electronic Engineering,Business & Management,Mechanical & Aerospace Engineering,Civil Engineering,Architecture,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Sociology,Biological Sciences,Mathematics & Statistics,Chemistry,Computer Science,Communication & Media Studies",false,false,false,,,
16050,1501+,Grigore T. Popa University of Medicine and Pharmacy,10.4–18.3,16050,18.4,1285,8.4,1730,15.8,1536,37.1,1608,43.2,863,master_account,0,/world-university-rankings/grigore-t-popa-university-medicine-and-pharmacy,624561,Romania,"9,605",10.8,27%,68 : 32,Grigore T. Popa University of Medicine and Pharmacy,"Medicine & Dentistry,General Engineering,Other Health",false,false,false,,,
16060,1501+,University of Guadalajara,10.4–18.3,16060,15.0,1690,8.2,1757,10.3,1667,36.9,1749,28.7,1318,master_account,11,/world-university-rankings/university-guadalajara,131406,Mexico,"138,372",17.8,0%,53 : 47,University of Guadalajara Universidad de Guadalajara UdeG UDG,"Languages, Literature & Linguistics,Chemical Engineering,Education,Civil Engineering,Sociology,Medicine & Dentistry,Veterinary Science,Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Chemistry,Psychology,Computer Science,Mathematics & Statistics,Law,Art, Performing Arts & Design,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Other Health,Sport Science,Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,General Engineering,Geography,Architecture,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Business & Management",false,false,false,,,
16070,1501+,University of Guanajuato,10.4–18.3,16070,16.8,1514,9.0,1646,9.0,1692,38.8,1147,31.8,1199,master_account,0,/world-university-rankings/university-guanajuato,625275,Mexico,"29,558",20.9,1%,55 : 45,University of Guanajuato,"Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Electrical & Electronic Engineering,Business & Management,Architecture,Languages, Literature & Linguistics,Communication & Media Studies,General Engineering,Chemistry,Accounting & Finance,Sport Science,Economics & Econometrics,Other Health,Physics & Astronomy,Psychology,Computer Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Law,Geography,Agriculture & Forestry,Education,Biological Sciences,Politics & International Studies (incl Development Studies),Veterinary Science,Medicine & Dentistry,Mathematics & Statistics,History, Philosophy & Theology",false,false,false,,,
16080,1501+,Gubkin Russian State University of Oil and Gas,10.4–18.3,16080,18.0,1339,10.6,1436,11.6,1636,53.1,352,24.5,1494,master_account,0,/world-university-rankings/gubkin-russian-state-university-oil-and-gas,131765,Russian Federation,"9,015",12.4,8%,34 : 66,Gubkin Russian State University of Oil and Gas,"Mathematics & Statistics,Economics & Econometrics,Computer Science,Law,General Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Chemistry,Mechanical & Aerospace Engineering,Business & Management,Physics & Astronomy,Chemical Engineering,Accounting & Finance",false,false,true,,,
16090,1501+,Hanoi University of Science and Technology,10.4–18.3,16090,14.9,1697,12.3,1252,20.2,1417,43.5,643,39.4,974,master_account,0,/world-university-rankings/hanoi-university-science-and-technology,625848,Vietnam,"32,758",31.1,0%,22 : 78,Hanoi University of Science and Technology,"Physics & Astronomy,Mechanical & Aerospace Engineering,Education,Languages, Literature & Linguistics,Chemistry,Mathematics & Statistics,Chemical Engineering,Business & Management,Accounting & Finance,Electrical & Electronic Engineering,Computer Science,Economics & Econometrics",false,false,false,,,
16100,1501+,Université Hassan 1er,10.4–18.3,16100,18.0,1341,8.7,1691,12.2,1621,36.9,1752,22.7,1586,master_account,0,/world-university-rankings/universite-hassan-1er,587925,Morocco,"47,480",51.8,2%,51 : 49,Université Hassan 1er,"Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Physics & Astronomy,Education,General Engineering,Chemical Engineering,Mathematics & Statistics,Business & Management,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Sport Science,Accounting & Finance,Biological Sciences,Law,Mechanical & Aerospace Engineering,Computer Science,Economics & Econometrics",false,false,false,,,
16110,1501+,University of Havana,10.4–18.3,16110,23.3,848,11.3,1342,7.9,1709,42.4,729,51.0,650,master_account,0,/world-university-rankings/university-havana,623319,Cuba,"15,002",8.6,4%,63 : 37,University of Havana,"Mathematics & Statistics,Art, Performing Arts & Design,Business & Management,Geology, Environmental, Earth & Marine Sciences,Psychology,Biological Sciences,Economics & Econometrics,Communication & Media Studies,History, Philosophy & Theology,Law,Other Health,Computer Science,Education,Accounting & Finance,Politics & International Studies (incl Development Studies),Chemistry,Sociology,Physics & Astronomy,Languages, Literature & Linguistics,Geography",false,false,false,,,
16120,1501+,Hellenic Open University,10.4–18.3,16120,19.8,1143,8.1,1767,23.0,1356,37.0,1674,23.4,1548,master_account,0,/world-university-rankings/hellenic-open-university,622875,Greece,"19,311",6.8,1%,61 : 39,Hellenic Open University,"Civil Engineering,Law,Business & Management,Education,Other Health,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Psychology,Computer Science,Communication & Media Studies,Mathematics & Statistics,Biological Sciences,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Accounting & Finance,General Engineering,Physics & Astronomy,Economics & Econometrics",false,false,false,,,
16130,1501+,Hue University,10.4–18.3,16130,13.7,1760,8.1,1768,14.5,1574,37.4,1467,47.2,740,master_account,0,/world-university-rankings/hue-university,625845,Vietnam,"47,590",22.0,1%,57 : 43,Hue University,"Computer Science,General Engineering,Civil Engineering,Languages, Literature & Linguistics,Mathematics & Statistics,Electrical & Electronic Engineering,Psychology,Medicine & Dentistry,Education,Communication & Media Studies,Economics & Econometrics,Agriculture & Forestry,Other Health,Chemistry,Mechanical & Aerospace Engineering,Biological Sciences,Law,History, Philosophy & Theology,Business & Management,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Architecture,Veterinary Science",false,false,false,,,
16140,1501+,University of Hyogo,10.4–18.3,16140,17.9,1362,12.3,1253,4.7,1770,47.3,480,21.3,1639,master_account,0,/world-university-rankings/university-hyogo,609672,Japan,"6,592",12.7,3%,42 : 58,University of Hyogo,"Computer Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Economics & Econometrics,Agriculture & Forestry,Sociology,Electrical & Electronic Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Chemical Engineering,Accounting & Finance,Architecture,Chemistry,General Engineering,Communication & Media Studies,Business & Management,Geology, Environmental, Earth & Marine Sciences,Other Health,Sport Science,Biological Sciences",false,false,false,,,
16150,1501+,Ibaraki University,10.4–18.3,16150,17.5,1421,12.2,1268,6.9,1733,42.1,741,24.2,1508,master_account,0,/world-university-rankings/ibaraki-university,609360,Japan,"7,863",14.8,3%,35 : 65,Ibaraki University,"Accounting & Finance,Chemistry,General Engineering,Physics & Astronomy,Communication & Media Studies,History, Philosophy & Theology,Agriculture & Forestry,Sociology,Mathematics & Statistics,Law,Economics & Econometrics,Archaeology,Geography,Languages, Literature & Linguistics,Civil Engineering,Electrical & Electronic Engineering,Sport Science,Politics & International Studies (incl Development Studies),Architecture,Medicine & Dentistry,Other Health,Education,Business & Management,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Psychology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Biological Sciences,Veterinary Science,Computer Science",false,false,false,,,
16160,1501+,Universidad Industrial de Santander (UIS),10.4–18.3,16160,16.1,1593,10.1,1498,7.9,1710,43.6,638,35.2,1090,master_account,0,/world-university-rankings/universidad-industrial-de-santander-uis,623517,Colombia,"20,708",13.8,1%,45 : 55,Universidad Industrial de Santander (UIS),"Chemical Engineering,Education,Art, Performing Arts & Design,Agriculture & Forestry,Economics & Econometrics,Medicine & Dentistry,Mathematics & Statistics,Civil Engineering,Law,General Engineering,Chemistry,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Other Health,Physics & Astronomy,History, Philosophy & Theology,Veterinary Science",false,false,false,,,
16170,1501+,Industrial University of Tyumen,10.4–18.3,16170,17.0,1487,9.5,1572,20.1,1419,38.0,1294,20.2,1680,master_account,0,/world-university-rankings/industrial-university-tyumen,715078,Russian Federation,"11,336",10.4,6%,35 : 65,Industrial University of Tyumen,"Electrical & Electronic Engineering,Economics & Econometrics,Art, Performing Arts & Design,Architecture,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Chemistry,Computer Science,Communication & Media Studies,Chemical Engineering,General Engineering,Civil Engineering,Business & Management,History, Philosophy & Theology,Sociology",false,false,true,,,
16180,1501+,Inönü University,10.4–18.3,16180,24.6,777,8.4,1731,15.5,1545,36.9,1756,17.6,1758,master_account,0,/world-university-rankings/inonu-university,624951,Turkey,"30,348",19.2,2%,36 : 64,Inönü University,"History, Philosophy & Theology,Chemical Engineering,Education,Computer Science,Communication & Media Studies,Languages, Literature & Linguistics,Civil Engineering,Law,Electrical & Electronic Engineering,Sociology,Architecture,Sport Science,Psychology,Other Health,Chemistry,Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,Accounting & Finance,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geography,Archaeology,Mathematics & Statistics,Business & Management,General Engineering,Politics & International Studies (incl Development Studies)",false,false,false,,,
16190,1501+,Instituto Politécnico Nacional (IPN),10.4–18.3,16190,18.4,1287,10.6,1437,12.5,1617,43.0,676,25.2,1454,master_account,0,/world-university-rankings/instituto-politecnico-nacional-ipn,623448,Mexico,"133,839",12.6,0%,42 : 58,Instituto Politécnico Nacional (IPN),"Medicine & Dentistry,Accounting & Finance,Computer Science,Physics & Astronomy,Chemical Engineering,Electrical & Electronic Engineering,Business & Management,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Architecture,Chemistry,Mathematics & Statistics,Psychology,General Engineering,Biological Sciences,Economics & Econometrics",false,false,false,,,
16200,1501+,Irkutsk State University,10.4–18.3,16200,17.1,1470,10.0,1513,10.3,1668,38.9,1132,23.9,1520,master_account,0,/world-university-rankings/irkutsk-state-university,587733,Russian Federation,"13,334",14.1,4%,68 : 32,Irkutsk State University,"Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Sociology,Physics & Astronomy,Law,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Communication & Media Studies,Business & Management,Biological Sciences,Archaeology,Education,Accounting & Finance,Mathematics & Statistics,Computer Science,Geography,Economics & Econometrics,Psychology,Chemistry",false,false,true,,,
16210,1501+,I-Shou University,10.4–18.3,16210,15.3,1664,19.0,795,11.7,1632,51.0,391,41.8,907,master_account,0,/world-university-rankings/i-shou-university,131739,Taiwan,"11,691",27.5,16%,50 : 50,I-Shou University,"Law,Mathematics & Statistics,Art, Performing Arts & Design,Geography,Sport Science,Sociology,Biological Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),General Engineering,Civil Engineering,Accounting & Finance,Medicine & Dentistry,Physics & Astronomy,Electrical & Electronic Engineering,History, Philosophy & Theology,Archaeology,Other Health,Computer Science,Economics & Econometrics,Communication & Media Studies,Chemical Engineering,Mechanical & Aerospace Engineering,Architecture,Geology, Environmental, Earth & Marine Sciences,Chemistry,Business & Management,Agriculture & Forestry,Veterinary Science",false,false,false,,,
16220,1501+,Islamic University of Indonesia,10.4–18.3,16220,25.6,710,9.3,1604,6.1,1750,38.3,1223,26.7,1396,master_account,0,/world-university-rankings/islamic-university-indonesia,587682,Indonesia,"24,392",28.2,4%,45 : 55,Islamic University of Indonesia,"Chemical Engineering,Other Health,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Computer Science,Mathematics & Statistics,Accounting & Finance,General Engineering,Architecture,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry,Electrical & Electronic Engineering,Chemistry,Education,Mechanical & Aerospace Engineering,Business & Management,History, Philosophy & Theology,Economics & Econometrics,Civil Engineering,Communication & Media Studies,Psychology",false,false,false,,,
